full_name,cc_score,party,role,state,cc_score_state_mean,color,x_score,x,y,index,vy,vx,full_name_upper
Greg Boe,38.1,Republican,Representative,Minnesota,55.95459999,red,38.1,189.9841467,1586.437799,1614,0.000122389,-4.72E-07,GREG BOE
Mike Nelson,90,Democrat,Representative,Minnesota,55.95459999,blue,90,449.8087505,1587.216833,1615,9.72E-05,-2.15E-07,MIKE NELSON
Shane Mekeland,4.8,Republican,Representative,Minnesota,55.95459999,red,4.8,20.36038618,1578.542501,1616,-0.002744323,-0.001515328,SHANE MEKELAND
Andrew Mathews,17.1,Republican,Senator,Minnesota,55.95459999,red,17.1,84.33519224,1586.572864,1617,-0.002470381,-0.007018554,ANDREW MATHEWS
Chris Swedzinski,15.8,Republican,Representative,Minnesota,55.95459999,red,15.8,78.5457371,1570.572289,1618,0.00520374,-0.003364806,CHRIS SWEDZINSKI
Steve Sandell,100,Democrat,Representative,Minnesota,55.95459999,blue,100,483.9100702,1569.536308,1619,-0.006466962,-0.011849135,STEVE SANDELL
Bobby Champion,95.6,Democrat,Senator,Minnesota,55.95459999,blue,95.6,474.9755099,1597.949458,1620,0.009374198,0.000770506,BOBBY CHAMPION
Tony Jurgens,26.7,Republican,Representative,Minnesota,55.95459999,red,26.7,133.5520674,1587.357984,1621,0.000110712,1.81E-05,TONY JURGENS
Gregory Davids,18.4,Republican,Representative,Minnesota,55.95459999,red,18.4,97.04552049,1560.623491,1622,-0.00284273,-0.002242626,GREGORY DAVIDS
Brian Daniels,10.5,Republican,Representative,Minnesota,55.95459999,red,10.5,55.01225974,1559.540592,1623,-0.009805248,0.001866707,BRIAN DANIELS
Mary Murphy,95,Democrat,Representative,Minnesota,55.95459999,blue,95,467.6019364,1583.801622,1624,0.005748927,-0.008806412,MARY MURPHY
Steve Drazkowski,0,Republican,Representative,Minnesota,55.95459999,red,0,-3.639687217,1573.020514,1625,0.001147505,-0.001351401,STEVE DRAZKOWSKI
Ami Wazlawik,100,Democrat,Representative,Minnesota,55.95459999,blue,100,499.7137593,1570.342482,1626,-0.032298908,-0.003529926,AMI WAZLAWIK
Dale Lueck,15.4,Republican,Representative,Minnesota,55.95459999,red,15.4,73.32084265,1576.551278,1627,0.00774923,-0.003526892,DALE LUECK
David Senjem,20.8,Republican,Senator,Minnesota,55.95459999,red,20.8,107.5550338,1590.790083,1628,-0.001088172,0.002516571,DAVID SENJEM
Steve Elkins,100,Democrat,Representative,Minnesota,55.95459999,blue,100,483.1980232,1583.006861,1629,-0.004327087,-0.006588105,STEVE ELKINS
Kelly Moller,100,Democrat,Representative,Minnesota,55.95459999,blue,100,491.8718713,1569.773134,1630,-0.009976534,-0.017855144,KELLY MOLLER
Matt Klein,97.4,Democrat,Senator,Minnesota,55.95459999,blue,97.4,476.0934424,1569.42439,1631,-0.012742334,-0.020421609,MATT KLEIN
Mike Freiberg,100,Democrat,Representative,Minnesota,55.95459999,blue,100,507.5554933,1570.775827,1632,-0.036759878,-0.007238471,MIKE FREIBERG
Sondra Erickson,5,Republican,Representative,Minnesota,55.95459999,red,5,19.60803002,1586.62997,1633,0.00292141,-0.002679409,SONDRA ERICKSON
Jordan Rasmusson,28.6,Republican,Representative,Minnesota,55.95459999,red,28.6,143.5886984,1590.183864,1634,0.000168145,-0.000106971,JORDAN RASMUSSON
Tama Theis,10.5,Republican,Representative,Minnesota,55.95459999,red,10.5,54.57884368,1575.853563,1635,0.001172626,0.009243689,TAMA THEIS
Steve Green,7.5,Republican,Representative,Minnesota,55.95459999,red,7.5,41.10495757,1567.128089,1636,-0.000944701,0.006141199,STEVE GREEN
Ann Johnson Stewart,100,Democrat,Senator,Minnesota,55.95459999,blue,100,485.6811589,1615.184063,1637,0.01781341,-0.00377291,ANN JOHNSON STEWART
John Hoffman,85.4,Democrat,Senator,Minnesota,55.95459999,blue,85.4,427.9949478,1583.333113,1638,-9.03E-08,0.000117048,JOHN HOFFMAN
Jim Abeler,29.3,Republican,Senator,Minnesota,55.95459999,red,29.3,148.1734168,1583.638426,1639,0.000171357,0.000245037,JIM ABELER
Kristin Bahner,100,Democrat,Representative,Minnesota,55.95459999,blue,100,500.1079288,1556.925814,1640,-0.039847521,-0.004114712,KRISTIN BAHNER
Carla Nelson,22.9,Republican,Senator,Minnesota,55.95459999,red,22.9,115.4087629,1592.379023,1641,-0.002834115,0.002565731,CARLA NELSON
Bill Weber,14.6,Republican,Senator,Minnesota,55.95459999,red,14.6,68.87860785,1583.196374,1642,0.001280855,-0.013467757,BILL WEBER
Tina Liebling,100,Democrat,Representative,Minnesota,55.95459999,blue,100,487.7283198,1576.596732,1643,-0.008233027,-0.015740638,TINA LIEBLING
Andrew Carlson,100,Democrat,Representative,Minnesota,55.95459999,blue,100,498.7524798,1583.707333,1644,-0.004973888,0.005239752,ANDREW CARLSON
Brian Johnson,5.3,Republican,Representative,Minnesota,55.95459999,red,5.3,25.60613988,1599.498314,1645,0.000568623,0.003544242,BRIAN JOHNSON
Chris Sander,0,Republican,Representative,Missouri,27.21085105,red,0,7.395513355,11.54349875,1646,-0.079723204,-0.163848235,CHRIS SANDER
Sarah Unsicker,100,Democrat,Representative,Missouri,27.21085105,blue,100,505.8383648,-5.729372935,1647,-0.002095468,0.005901888,SARAH UNSICKER
Holly Rehder,0,Republican,Senator,Missouri,27.21085105,red,0,-19.13902158,39.70297157,1648,0.007197401,-0.012286142,HOLLY REHDER
Cody Smith,0,Republican,Representative,Missouri,27.21085105,red,0,-23.73284896,24.2668669,1649,0.004524925,-0.013786885,CODY SMITH
Hannah Kelly,0,Republican,Representative,Missouri,27.21085105,red,0,-12.34584412,-39.81848113,1650,-0.036491778,-0.022865528,HANNAH KELLY
Mike McGirl,0,Republican,Representative,Missouri,27.21085105,red,0,-30.0756358,-9.355250376,1651,-0.02540566,-0.033963949,MIKE MCGIRL
Chad Perkins,0,Republican,Representative,Missouri,27.21085105,red,0,9.283949014,39.21068108,1652,0.052771313,0.051277176,CHAD PERKINS
Robert Sauls,80,Democrat,Representative,Missouri,27.21085105,blue,80,395.9846274,4.785947157,1653,-6.79E-06,-0.002502561,ROBERT SAULS
Chris Brown,0,Republican,Representative,Missouri,27.21085105,red,0,-6.29672574,-52.0512773,1654,0.000406888,-0.021511343,CHRIS BROWN
Jeff Coleman,0,Republican,Representative,Missouri,27.21085105,red,0,17.45989527,20.11246491,1655,0.04479585,-0.035157395,JEFF COLEMAN
Bennie Cook,0,Republican,Representative,Missouri,27.21085105,red,0,9.138457832,-14.54236197,1656,0.05593816,-0.038901029,BENNIE COOK
Brad Hudson,0,Republican,Representative,Missouri,27.21085105,red,0,-25.07627775,-22.9856306,1657,-0.030287596,-0.015705159,BRAD HUDSON
Randy Pietzman,5.4,Republican,Representative,Missouri,27.21085105,red,5.4,28.07627042,7.811839719,1658,-0.016779193,-0.041810087,RANDY PIETZMAN
Mike Henderson,3.6,Republican,Representative,Missouri,27.21085105,red,3.6,22.65968019,-14.39787678,1659,0.019109726,-0.008592326,MIKE HENDERSON
Rudy Veit,6.2,Republican,Representative,Missouri,27.21085105,red,6.2,43.52402229,-24.57489633,1660,-0.013736198,0.039107631,RUDY VEIT
Ashley Bland Manlove,100,Democrat,Representative,Missouri,27.21085105,blue,100,490.0019044,-6.642031122,1661,0.000110273,0.002087986,ASHLEY BLAND MANLOVE
Peggy McGaugh,0,Republican,Representative,Missouri,27.21085105,red,0,-3.075191372,22.61547803,1662,-0.09907865,-0.020662569,PEGGY MCGAUGH
Curtis Trent,3.1,Republican,Representative,Missouri,27.21085105,red,3.1,25.56086297,0.521395602,1663,-0.006759889,0.016681923,CURTIS TRENT
David Smith,100,Democrat,Representative,Missouri,27.21085105,blue,100,500.4457573,28.47691545,1664,0.002368271,-0.004624022,DAVID SMITH
Jay Mosley,82.4,Democrat,Representative,Missouri,27.21085105,blue,82.4,411.5421735,1.346178439,1665,-0.002944486,-0.006046235,JAY MOSLEY
Louis Riggs,0,Republican,Representative,Missouri,27.21085105,red,0,14.04382904,54.17289397,1666,0.024833266,-0.012931549,LOUIS RIGGS
Travis Fitzwater,4.7,Republican,Representative,Missouri,27.21085105,red,4.7,29.19837824,-17.96421017,1667,-0.03132764,0.039466614,TRAVIS FITZWATER
Ed Lewis,0,Republican,Representative,Missouri,27.21085105,red,0,2.467468191,-17.67099751,1668,-0.026999222,0.011983652,ED LEWIS
Lauren Arthur,100,Democrat,Senator,Missouri,27.21085105,blue,100,504.715653,21.7510973,1669,0.003037292,-0.00223315,LAUREN ARTHUR
Bill Falkner,0,Republican,Representative,Missouri,27.21085105,red,0,15.68089358,-18.20761455,1670,-0.016612532,0.025767738,BILL FALKNER
Ben Baker,0,Republican,Representative,Missouri,27.21085105,red,0,-10.57482964,-8.204030606,1671,-0.01423822,-0.120642508,BEN BAKER
Josh Hurlbert,0,Republican,Representative,Missouri,27.21085105,red,0,-28.98324574,-0.402410034,1672,-0.023323966,-0.014321032,JOSH HURLBERT
Travis Smith,0,Republican,Representative,Missouri,27.21085105,red,0,-25.69893845,16.52132082,1673,0.003314881,-0.018634924,TRAVIS SMITH
Mike Cierpiot,6.2,Republican,Senator,Missouri,27.21085105,red,6.2,40.93049886,2.56633906,1674,0.016874006,0.03381858,MIKE CIERPIOT
Craig Fishel,0,Republican,Representative,Missouri,27.21085105,red,0,-9.002065202,-0.29628953,1675,-0.018749897,-0.041733948,CRAIG FISHEL
Brenda Shields,0,Republican,Representative,Missouri,27.21085105,red,0,-19.40508312,-43.20159879,1676,-0.023110924,-0.010647658,BRENDA SHIELDS
Terry Thompson,0,Republican,Representative,Missouri,27.21085105,red,0,-16.16580062,26.2725112,1677,-0.054727404,0.011267758,TERRY THOMPSON
Jim Murphy,0,Republican,Representative,Missouri,27.21085105,red,0,3.432298616,-2.757937978,1678,0.027797951,-0.175222222,JIM MURPHY
Scott Cupps,0,Republican,Representative,Missouri,27.21085105,red,0,-6.123666565,35.68133908,1679,0.020325119,-0.010245742,SCOTT CUPPS
Martha Stevens,100,Democrat,Representative,Missouri,27.21085105,blue,100,506.8490454,-19.41046737,1680,-0.00493485,-0.001306274,MARTHA STEVENS
Kimberly-Ann Collins,42.9,Democrat,Representative,Missouri,27.21085105,blue,42.9,214.5000001,2.72E-13,1681,-6.88E-16,-4.42E-10,KIMBERLY-ANN COLLINS
Dale Wright,0,Republican,Representative,Missouri,27.21085105,red,0,-23.23157658,-5.76006153,1682,-0.033633879,0.010229977,DALE WRIGHT
Lakeysha Bosley,100,Democrat,Representative,Missouri,27.21085105,blue,100,493.0393918,14.30007774,1683,-0.004759442,-0.000360337,LAKEYSHA BOSLEY
Kurtis Gregory,0,Republican,Representative,Missouri,27.21085105,red,0,6.985315375,31.83644062,1684,-0.038447249,0.076910695,KURTIS GREGORY
Andrew Koenig,7.1,Republican,Senator,Missouri,27.21085105,red,7.1,46.32215501,17.56038915,1685,0.016054179,0.025466855,ANDREW KOENIG
Justin Brown,0,Republican,Senator,Missouri,27.21085105,red,0,1.573779343,-32.9539145,1686,0.016802642,0.00882862,JUSTIN BROWN
Nick Schroer,8.3,Republican,Representative,Missouri,27.21085105,red,8.3,48.11143828,-11.28657668,1687,0.003163289,-0.012151621,NICK SCHROER
Ron Copeland,0,Republican,Representative,Missouri,27.21085105,red,0,-24.53595901,-14.97425604,1688,-0.010403298,0.003481109,RON COPELAND
Keri Ingle,88.9,Democrat,Representative,Missouri,27.21085105,blue,88.9,443.9180422,6.296185063,1689,0.000213514,-9.03E-05,KERI INGLE
Cyndi Buchheit-Courtway,0,Republican,Representative,Missouri,27.21085105,red,0,-7.311493228,7.563525249,1690,-0.001087947,0.106210916,CYNDI BUCHHEIT-COURTWAY
Dirk Deaton,0,Republican,Representative,Missouri,27.21085105,red,0,17.98427661,-1.052958597,1691,0.020361613,0.009634987,DIRK DEATON
Gregory Sharpe,0,Republican,Representative,Missouri,27.21085105,red,0,17.07258166,40.84207289,1692,0.014763773,-0.006337519,GREGORY SHARPE
Bill Hardwick,0,Republican,Representative,Missouri,27.21085105,red,0,-5.417305286,-36.35963389,1693,-0.011260268,-0.017375854,BILL HARDWICK
William White,8.6,Republican,Senator,Missouri,27.21085105,red,8.6,48.73770317,3.830581524,1694,0.021043392,0.015604284,WILLIAM WHITE
Cheri Toalson Reisch,5.9,Republican,Representative,Missouri,27.21085105,red,5.9,36.21905472,-21.83441118,1695,-0.047270163,0.034490643,CHERI TOALSON REISCH
Joe Adams,80,Democrat,Representative,Missouri,27.21085105,blue,80,398.4539922,-2.823664756,1696,0.000721242,0.001297659,JOE ADAMS
Mary Coleman,20,Republican,Representative,Missouri,27.21085105,red,20,100,-2.13E-14,1697,3.32E-17,-1.91E-51,MARY COLEMAN
Doug Beck,80.6,Democrat,Senator,Missouri,27.21085105,blue,80.6,403.7708232,3.139943699,1698,-0.000107416,0.001420181,DOUG BECK
Ladonna Appelbaum,100,Democrat,Representative,Missouri,27.21085105,blue,100,513.199173,8.29463126,1699,0.004418015,0.003347168,LADONNA APPELBAUM
Steven Roberts,87.5,Democrat,Senator,Missouri,27.21085105,blue,87.5,435.7727455,-4.903880141,1700,5.71E-05,-0.000180072,STEVEN ROBERTS
Jason Bean,0,Republican,Senator,Missouri,27.21085105,red,0,-9.216369413,48.98765979,1701,-0.005301078,-0.00862937,JASON BEAN
Yolanda Young,83.3,Democrat,Representative,Missouri,27.21085105,blue,83.3,416.7558196,7.396270517,1702,0.001873012,0.001268494,YOLANDA YOUNG
Dan Shaul,0,Republican,Representative,Missouri,27.21085105,red,0,-27.58079191,8.269313909,1703,0.001322907,-0.016844066,DAN SHAUL
Charles Basye,2.3,Republican,Representative,Missouri,27.21085105,red,2.3,22.47142153,-30.12074048,1704,-0.064006393,0.012653538,CHARLES BASYE
Dan Houx,0,Republican,Representative,Missouri,27.21085105,red,0,-18.91963032,-35.36166151,1705,-0.018029463,-0.01780385,DAN HOUX
Justin Hill,7.7,Republican,Representative,Missouri,27.21085105,red,7.7,45.9301005,-3.624917236,1706,0.011259233,0.025826664,JUSTIN HILL
Rodger Reedy,0,Republican,Representative,Missouri,27.21085105,red,0,15.33436513,-33.70773853,1707,-0.036697434,0.001214977,RODGER REEDY
John Wiemann,7.3,Republican,Representative,Missouri,27.21085105,red,7.3,43.74111176,10.0075273,1708,0.014943411,0.039888165,JOHN WIEMANN
Paul Wieland,4.5,Republican,Senator,Missouri,27.21085105,red,4.5,32.95218934,22.78696434,1709,0.084377883,0.068296633,PAUL WIELAND
Bradley Pollitt,0,Republican,Representative,Missouri,27.21085105,red,0,2.129000089,16.94712343,1710,-0.092817395,-0.111374559,BRADLEY POLLITT
J. Eggleston,4.8,Republican,Representative,Missouri,27.21085105,red,4.8,30.22309766,36.25851937,1711,0.039403303,0.01112449,J. EGGLESTON
David Gregory,0,Republican,Representative,Missouri,27.21085105,red,0,-4.251704235,-13.17107341,1712,0.032375382,0.040112216,DAVID GREGORY
Elaine Gannon,2.5,Republican,Senator,Missouri,27.21085105,red,2.5,22.05681534,-37.9287965,1713,-0.026151853,-0.002098667,ELAINE GANNON
Bridget Walsh Moore,100,Democrat,Representative,Missouri,27.21085105,blue,100,496.8113297,21.39221953,1714,0.003221017,-0.004230708,BRIDGET WALSH MOORE
Jo Doll,100,Democrat,Representative,Missouri,27.21085105,blue,100,490.9688889,-20.48996646,1715,0.000876163,-0.003826114,JO DOLL
Chris Dinkins,0,Republican,Representative,Missouri,27.21085105,red,0,-20.27773584,10.83853417,1716,0.007156933,-0.030978776,CHRIS DINKINS
Steve Butz,90,Democrat,Representative,Missouri,27.21085105,blue,90,450.9898878,2.577532529,1717,-8.27E-05,1.77E-05,STEVE BUTZ
Annette Turnbaugh,100,Democrat,Representative,Missouri,27.21085105,blue,100,503.3976546,-26.56384185,1718,-0.00461664,-0.005761194,ANNETTE TURNBAUGH
Sean Pouche,0,Republican,Representative,Missouri,27.21085105,red,0,5.156555528,4.851286889,1719,0.112318857,-0.20176276,SEAN POUCHE
Kevin Windham,66.7,Democrat,Representative,Missouri,27.21085105,blue,66.7,333.5,5.69E-14,1720,-8.88E-17,-4.87E-49,KEVIN WINDHAM
Ian Mackey,90,Democrat,Representative,Missouri,27.21085105,blue,90,450.1482034,-5.370096267,1721,-0.000273697,6.77E-05,IAN MACKEY
Donna Baringer,88.2,Democrat,Representative,Missouri,27.21085105,blue,88.2,443.0626644,-1.650637214,1722,3.41E-06,0.000277856,DONNA BARINGER
Alan Gray,75.8,Democrat,Representative,Missouri,27.21085105,blue,75.8,379,0,1723,0,0,ALAN GRAY
Herman Morse,0,Republican,Representative,Missouri,27.21085105,red,0,-21.46299402,32.04509453,1724,0.03764732,-0.025667277,HERMAN MORSE
Phil Christofanelli,0,Republican,Representative,Missouri,27.21085105,red,0,-11.62686239,-24.05536882,1725,-0.022316191,-0.027427155,PHIL CHRISTOFANELLI
Bruce Sassmann,0,Republican,Representative,Missouri,27.21085105,red,0,-5.081775053,-28.68246125,1726,-0.040839421,-0.003547846,BRUCE SASSMANN
Dottie Bailey,0,Republican,Representative,Missouri,27.21085105,red,0,-6.801762988,-59.93556782,1727,-0.036193686,-0.016096566,DOTTIE BAILEY
Don Mayhew,0,Republican,Representative,Missouri,27.21085105,red,0,12.70903702,6.085772277,1728,0.017212662,0.081792269,DON MAYHEW
Dean VanSchoiack,0,Republican,Representative,Missouri,27.21085105,red,0,0.949174557,58.31949561,1729,0.02538935,-0.010187262,DEAN VANSCHOIACK
Tim Taylor,0,Republican,Representative,Missouri,27.21085105,red,0,19.74678384,27.28193537,1730,0.034546399,-0.04419423,TIM TAYLOR
Doug Clemens,100,Democrat,Representative,Missouri,27.21085105,blue,100,508.9448043,15.03972489,1731,0.00340313,0.000587539,DOUG CLEMENS
Gretchen Bangert,87.5,Democrat,Representative,Missouri,27.21085105,blue,87.5,436.6084568,3.05089603,1732,8.24E-05,-9.30E-05,GRETCHEN BANGERT
Tracy McCreery,100,Democrat,Representative,Missouri,27.21085105,blue,100,500.9579583,14.6818972,1733,0.002301196,0.000823532,TRACY MCCREERY
Jeff Knight,0,Republican,Representative,Missouri,27.21085105,red,0,1.186841875,-40.56657245,1734,-0.030635209,-0.001236824,JEFF KNIGHT
Tricia Derges,0,Republican,Representative,Missouri,27.21085105,red,0,15.0669841,13.05824046,1735,0.044059658,0.016487226,TRICIA DERGES
Bill Kidd,15.2,Republican,Representative,Missouri,27.21085105,red,15.2,76,-1.06E-14,1736,1.66E-17,1.18E-52,BILL KIDD
Angela Mosley,100,Democrat,Senator,Missouri,27.21085105,blue,100,498.912305,-19.96588282,1737,-0.001511653,-0.002581001,ANGELA MOSLEY
Rick Francis,0,Republican,Representative,Missouri,27.21085105,red,0,-25.53561478,-30.92245749,1738,-0.012282408,-0.013424932,RICK FRANCIS
Randy Railsback,0,Republican,Representative,Missouri,27.21085105,red,0,-10.64488885,20.87341099,1739,0.02798294,-0.013442137,RANDY RAILSBACK
Shane Roden,6.1,Republican,Representative,Missouri,27.21085105,red,6.1,40.75746588,23.90225966,1740,0.025326444,-0.003419356,SHANE RODEN
Dave Griffith,6.2,Republican,Representative,Missouri,27.21085105,red,6.2,38.53650596,16.34251994,1741,0.022096505,0.008696224,DAVE GRIFFITH
Suzie Pollock,0,Republican,Representative,Missouri,27.21085105,red,0,-17.46473838,-11.30327767,1742,-0.006584048,-0.010381764,SUZIE POLLOCK
Raychel Proudie,64.7,Democrat,Representative,Missouri,27.21085105,blue,64.7,323.884147,-3.523832608,1743,-0.000107323,4.31E-07,RAYCHEL PROUDIE
Wayne Wallingford,4.5,Republican,Representative,Missouri,27.21085105,red,4.5,25.13795946,21.3600036,1744,0.0473659,0.004032343,WAYNE WALLINGFORD
Doug Richey,0,Republican,Representative,Missouri,27.21085105,red,0,-5.363638422,15.37179198,1745,0.013704961,0.037277668,DOUG RICHEY
Shamed Dogan,5.1,Republican,Representative,Missouri,27.21085105,red,5.1,35.49255749,30.22256761,1746,0.01582186,0.004257341,SHAMED DOGAN
Jim Kalberloh,0,Republican,Representative,Missouri,27.21085105,red,0,-12.91233417,-47.71643967,1747,-0.021856665,-0.016263291,JIM KALBERLOH
Lincoln Hough,4.8,Republican,Senator,Missouri,27.21085105,red,4.8,29.39286181,-33.95681574,1748,-0.030433926,-0.000256993,LINCOLN HOUGH
Trish Gunby,100,Democrat,Representative,Missouri,27.21085105,blue,100,489.3699324,7.228456764,1749,0.000884035,4.81E-06,TRISH GUNBY
Adam Schwadron,0,Republican,Representative,Missouri,27.21085105,red,0,-21.96388064,2.827205301,1750,-0.020446229,-0.038811148,ADAM SCHWADRON
Neil Smith,71.4,Democrat,Representative,Missouri,27.21085105,blue,71.4,355.6704766,-4.225153575,1751,-0.000273485,-0.000221078,NEIL SMITH
Ronald Hicks,0,Republican,Representative,Missouri,27.21085105,red,0,9.274902574,-7.847411409,1752,-0.040864375,0.027530211,RONALD HICKS
Brian Seitz,0,Republican,Representative,Missouri,27.21085105,red,0,6.308572566,52.53858689,1753,0.030915038,-0.008532453,BRIAN SEITZ
Mike Bernskoetter,2.9,Republican,Senator,Missouri,27.21085105,red,2.9,22.75361141,-6.939831136,1754,0.004539239,0.032431219,MIKE BERNSKOETTER
Rasheen Aldridge,40,Democrat,Representative,Missouri,27.21085105,blue,40,200,-8.01E-13,1755,1.25E-15,4.42E-16,RASHEEN ALDRIDGE
Jeff Porter,0,Republican,Representative,Missouri,27.21085105,red,0,-11.44315032,41.43626519,1756,0.035898826,-0.010573077,JEFF PORTER
Thomas Hannegan,5.9,Republican,Representative,Missouri,27.21085105,red,5.9,41.87889314,-16.22132963,1757,-0.006570154,-0.000565051,THOMAS HANNEGAN
Bruce DeGroot,0,Republican,Representative,Missouri,27.21085105,red,0,-6.793069523,56.50417732,1758,0.032757561,-0.009838255,BRUCE DEGROOT
Jason Chipman,0,Republican,Representative,Missouri,27.21085105,red,0,0.303563775,-56.55365884,1759,-0.035023442,-0.014979971,JASON CHIPMAN
Crystal Quade,100,Democrat,Representative,Missouri,27.21085105,blue,100,493.6059762,0.490384029,1760,0.000844647,0.003246234,CRYSTAL QUADE
Richard Brown,96.7,Democrat,Representative,Missouri,27.21085105,blue,96.7,483.5,0.00099849,1761,-1.56E-06,3.53E-15,RICHARD BROWN
Michael O'Donnell,0,Republican,Representative,Missouri,27.21085105,red,0,14.99490229,-41.37442971,1762,-0.035418483,-0.002319029,MICHAEL O'DONNELL
Maggie Nurrenbern,71.4,Democrat,Representative,Missouri,27.21085105,blue,71.4,355.4599105,4.107175129,1763,0.000494922,2.95E-05,MAGGIE NURRENBERN
Paula Brown,85.7,Democrat,Representative,Missouri,27.21085105,blue,85.7,428.6299211,-1.035606373,1764,-0.000459361,0.000194006,PAULA BROWN
Mark Sharp,83.3,Democrat,Representative,Missouri,27.21085105,blue,83.3,419.3641244,-0.153877831,1765,-0.001816169,0.0014103,MARK SHARP
Daniel Hegeman,5,Republican,Senator,Missouri,27.21085105,red,5,34.94038572,-12.45785735,1766,0.004770241,-0.003154933,DANIEL HEGEMAN
Sara Walsh,0,Republican,Representative,Missouri,27.21085105,red,0,-2.036135748,2.11998206,1767,-0.016517992,0.095151711,SARA WALSH
John Rizzo,57.1,Democrat,Senator,Missouri,27.21085105,blue,57.1,285.5,0,1768,0,0,JOHN RIZZO
Dave Schatz,4.5,Republican,Senator,Missouri,27.21085105,red,4.5,29.44847515,-25.99731563,1769,-0.037451607,0.025613006,DAVE SCHATZ
Alex Riley,0,Republican,Representative,Missouri,27.21085105,red,0,14.48212802,-49.35422608,1770,-0.036024299,-0.007474721,ALEX RILEY
Jered Taylor,4.7,Republican,Representative,Missouri,27.21085105,red,4.7,33.07057595,1.451525991,1771,0.024785625,0.023868164,JERED TAYLOR
Mike Haffner,0,Republican,Representative,Missouri,27.21085105,red,0,9.828362982,18.38261817,1772,0.061178508,0.091093405,MIKE HAFFNER
Michael Davis,0,Republican,Representative,Missouri,27.21085105,red,0,4.036983613,44.94611517,1773,0.031216757,-0.006232904,MICHAEL DAVIS
Michael Person,50,Democrat,Representative,Missouri,27.21085105,blue,50,250,0,1774,0,0,MICHAEL PERSON
Rusty Black,0,Republican,Representative,Missouri,27.21085105,red,0,4.560575287,24.40469483,1775,0.088695779,0.018942907,RUSTY BLACK
Danny Busick,0,Republican,Representative,Missouri,27.21085105,red,0,1.720602214,-25.22106574,1776,-0.029570114,0.010386262,DANNY BUSICK
Darrell Atchison,0,Republican,Representative,Missouri,27.21085105,red,0,-3.863733407,43.14714992,1777,0.044419018,-0.027313834,DARRELL ATCHISON
Emily Weber,100,Democrat,Representative,Missouri,27.21085105,blue,100,505.2645142,8.006926755,1778,0.001080857,0.001753526,EMILY WEBER
Jonathan Patterson,0,Republican,Representative,Missouri,27.21085105,red,0,20.51841925,6.277815213,1779,0.011435759,0.066172732,JONATHAN PATTERSON
Barbara Phifer,100,Democrat,Representative,Missouri,27.21085105,blue,100,495.4421813,-27.1011622,1780,-0.001498458,-0.006670786,BARBARA PHIFER
Aaron Griesheimer,0,Republican,Representative,Missouri,27.21085105,red,0,8.216243166,-37.23171705,1781,-0.030943578,-0.004458452,AARON GRIESHEIMER
Mark Ellebracht,71.9,Democrat,Representative,Missouri,27.21085105,blue,71.9,362.369613,0.117978446,1782,-0.000221437,0.000191566,MARK ELLEBRACHT
Jerome Barnes,81.2,Democrat,Representative,Missouri,27.21085105,blue,81.2,406.2402864,-4.627838934,1783,0.001146577,0.000619881,JEROME BARNES
Andrew McDaniel,24.3,Republican,Representative,Missouri,27.21085105,red,24.3,121.5,-8.77E-14,1784,1.37E-16,-1.10E-16,ANDREW MCDANIEL
Don Rone,0,Republican,Representative,Missouri,27.21085105,red,0,-11.97184585,-31.98625076,1785,-0.011364357,-0.005320372,DON RONE
Robert Onder,4.5,Republican,Senator,Missouri,27.21085105,red,4.5,30.75324201,15.12197367,1786,0.01437451,0.033181014,ROBERT ONDER
Derek Grier,0,Republican,Representative,Missouri,27.21085105,red,0,-14.32422387,5.230702523,1787,0.015113109,-0.034614369,DEREK GRIER
Wiley Price,100,Democrat,Representative,Missouri,27.21085105,blue,100,494.3990155,-13.3242854,1788,-0.000127892,0.00140636,WILEY PRICE
Lisa Thomas,0,Republican,Representative,Missouri,27.21085105,red,0,-5.798022352,-44.20442857,1789,-0.034409773,-0.011851934,LISA THOMAS
Marlon Anderson,42.9,Democrat,Representative,Missouri,27.21085105,blue,42.9,214.4999999,-7.983532269,1790,-0.00038273,2.21E-10,MARLON ANDERSON
Bill Owen,0,Republican,Representative,Missouri,27.21085105,red,0,-15.89918764,-2.576651731,1791,-0.028924971,-0.014870027,BILL OWEN
Kent Haden,0,Republican,Representative,Missouri,27.21085105,red,0,7.880425479,-44.95617473,1792,-0.034213788,-0.008492518,KENT HADEN
Betsy Fogle,100,Democrat,Representative,Missouri,27.21085105,blue,100,488.8792608,21.07599023,1793,0.00078274,-0.005794263,BETSY FOGLE
Richard West,0,Republican,Representative,Missouri,27.21085105,red,0,12.15728115,25.94121752,1794,0.040738333,0.023709438,RICHARD WEST
Karla Eslinger,0,Republican,Senator,Missouri,27.21085105,red,0,-4.610563364,-20.66703046,1795,-0.020971878,0.001008574,KARLA ESLINGER
Ashley Aune,100,Democrat,Representative,Missouri,27.21085105,blue,100,497.2763111,7.597000403,1796,0.00149313,0.001918355,ASHLEY AUNE
Denny Hoskins,3.8,Republican,Senator,Missouri,27.21085105,red,3.8,24.95339124,42.37690364,1797,0.040610808,-0.00384654,DENNY HOSKINS
Ingrid Burnett,94.1,Democrat,Representative,Missouri,27.21085105,blue,94.1,470.6912495,-3.883499299,1798,-9.72E-05,2.15E-07,INGRID BURNETT
